|5000086|1000|200|170
|5000086|1001|200|
|5000086|1099|200|
|5000086|1100|200|
|5000086|1101|200|
|5000086|1110|200|
|5000086|1200|200|
|5000086|3000|200|
|5000086|3010|200|
|5000086|3100|200|
|5000086|3200|200|
|5000086|3201|200|
|5000086|3202|200|
|5000086|3203|200|
|5000086|3210|200|
|5000092|1000|109|109
|5000092|1001|109|
|5000092|1099|109|
|5000092|1100|109|
|5000092|1101|109|
|5000092|1110|109|
|5000092|1200|109|
|5000092|3000|109|
|5000092|3010|109|
|5000092|3100|109|
|5000092|3200|109|
|5000092|3201|109|
|5000092|3202|109|
|5000092|3203|109|
|5000092|3210|109|
|5000094|1000|105|105
|5000094|1001|105|
|5000094|1099|105|
|5000094|1100|105|
|5000094|1101|105|
|5000094|1110|105|
|5000094|1200|105|
|5000094|3000|105|
|5000094|3010|105|
|5000094|3100|105|
|5000094|3200|105|
|5000094|3201|105|
|5000094|3202|105|
|5000094|3203|105|
|5000094|3210|105|
|5000132|1000|252|252
|5000132|1001|252|
|5000132|1099|252|
|5000132|1100|252|
|5000132|1101|252|
|5000132|1110|252|
|5000132|1200|252|
|5000132|3000|252|
|5000132|3010|252|
|5000132|3100|252|
|5000132|3200|252|
|5000132|3201|252|
|5000132|3202|252|
|5000132|3203|252|
|5000132|3210|252|
|5000139|1000|10|10
|5000139|1001|10|
|5000139|1099|10|
|5000139|1100|10|
|5000139|1101|10|
|5000139|1110|10|
|5000139|1200|10|
|5000139|3000|10|
|5000139|3010|10|
|5000139|3100|10|
|5000139|3200|10|
|5000139|3201|10|
|5000139|3202|10|
|5000139|3203|10|
|5000139|3210|10|
|5000140|1000|304|304
|5000140|1001|304|
|5000140|1099|304|
|5000140|1100|304|
|5000140|1101|304|
|5000140|1110|304|
|5000140|1200|304|
|5000140|3000|304|
|5000140|3010|304|
|5000140|3100|304|
|5000140|3200|304|
|5000140|3201|304|
|5000140|3202|304|
|5000140|3203|304|
|5000140|3210|304|
|5000141|1000|115|115
|5000141|1001|115|
|5000141|1099|115|
|5000141|1100|115|
|5000141|1101|115|
|5000141|1110|115|
|5000141|1200|115|
|5000141|3000|115|
|5000141|3010|115|
|5000141|3100|115|
|5000141|3200|115|
|5000141|3201|115|
|5000141|3202|115|
|5000141|3203|115|
|5000141|3210|115|
|5000142|1000|380|380
|5000142|1001|380|
|5000142|1099|380|
|5000142|1100|380|
|5000142|1101|380|
|5000142|1110|380|
|5000142|1200|380|
|5000142|3000|380|
|5000142|3010|380|
|5000142|3100|380|
|5000142|3200|380|
|5000142|3201|380|
|5000142|3202|380|
|5000142|3203|380|
|5000142|3210|380|
|5000144|1000|42|42
|5000144|1001|42|
|5000144|1099|42|
|5000144|1100|42|
|5000144|1101|42|
|5000144|1110|42|
|5000144|1200|42|
|5000144|3000|42|
|5000144|3010|42|
|5000144|3100|42|
|5000144|3200|42|
|5000144|3201|42|
|5000144|3202|42|
|5000144|3203|42|
|5000144|3210|42|
|5000145|1000|97|97
|5000145|1001|97|
|5000145|1099|97|
|5000145|1100|97|
|5000145|1101|97|
|5000145|1110|97|
|5000145|1200|97|
|5000145|3000|97|
|5000145|3010|97|
|5000145|3100|97|
|5000145|3200|97|
|5000145|3201|97|
|5000145|3202|97|
|5000145|3203|97|
|5000145|3210|97|
|5000146|1000|90|90
|5000146|1001|90|
|5000146|1099|90|
|5000146|1100|90|
|5000146|1101|90|
|5000146|1110|90|
|5000146|1200|90|
|5000146|3000|90|
|5000146|3010|90|
|5000146|3100|90|
|5000146|3200|90|
|5000146|3201|90|
|5000146|3202|90|
|5000146|3203|90|
|5000146|3210|90|
|5000147|1000|36|36
|5000147|1001|36|
|5000147|1099|36|
|5000147|1100|36|
|5000147|1101|36|
|5000147|1110|36|
|5000147|1200|36|
|5000147|3000|36|
|5000147|3010|36|
|5000147|3100|36|
|5000147|3200|36|
|5000147|3201|36|
|5000147|3202|36|
|5000147|3203|36|
|5000147|3210|36|
|5000149|1000|74|74
|5000149|1001|74|
|5000149|1099|74|
|5000149|1100|74|
|5000149|1101|74|
|5000149|1110|74|
|5000149|1200|74|
|5000149|3000|74|
|5000149|3010|74|
|5000149|3100|74|
|5000149|3200|74|
|5000149|3201|74|
|5000149|3202|74|
|5000149|3203|74|
|5000149|3210|74|
|5000150|1000|1002|302
|5000150|1001|1002|
|5000150|1099|1002|
|5000150|1100|1002|
|5000150|1101|1002|
|5000150|1110|1002|
|5000150|1200|1002|
|5000150|3000|1002|
|5000150|3010|1002|
|5000150|3100|1002|
|5000150|3200|1002|
|5000150|3201|1002|
|5000150|3202|1002|
|5000150|3203|1002|
|5000150|3210|1002|
|5001248|1000|37|
|5001248|1001|37|
|5001248|1099|37|37
|5001248|1100|37|
|5001248|1101|37|
|5001248|1110|37|
|5001248|1200|37|
|5001248|3000|37|
|5001248|3010|37|
|5001248|3100|37|
|5001248|3200|37|
|5001248|3201|37|
|5001248|3202|37|
|5001248|3203|37|
|5001248|3210|37|
|5001252|1000|2655|1735
|5001252|1001|2655|
|5001252|1099|2655|
|5001252|1100|2655|
|5001252|1101|2655|
|5001252|1110|2655|
|5001252|1200|2655|
|5001252|3000|2655|
|5001252|3010|2655|
|5001252|3100|2655|
|5001252|3200|2655|
|5001252|3201|2655|
|5001252|3202|2655|
|5001252|3203|2655|
|5001252|3210|2655|
|5001265|1000|258|258
|5001265|1001|258|
|5001265|1099|258|
|5001265|1100|258|
|5001265|1101|258|
|5001265|1110|258|
|5001265|1200|258|
|5001265|3000|258|
|5001265|3010|258|
|5001265|3100|258|
|5001265|3200|258|
|5001265|3201|258|
|5001265|3202|258|
|5001265|3203|258|
|5001265|3210|258|
|5001268|1000|3010|3010
|5001268|1001|3010|
|5001268|1099|3010|
|5001268|1100|3010|
|5001268|1101|3010|
|5001268|1110|3010|
|5001268|1200|3010|
|5001268|3000|3010|
|5001268|3010|3010|
|5001268|3100|3010|
|5001268|3200|3010|
|5001268|3201|3010|
|5001268|3202|3010|
|5001268|3203|3010|
|5001268|3210|3010|
|5001280|1000|14|
|5001280|1001|14|
|5001280|1099|14|
|5001280|1100|14|
|5001280|1101|14|
|5001280|1110|14|
|5001280|1200|14|
|5001280|3000|14|
|5001280|3010|14|
|5001280|3100|14|
|5001280|3200|14|11
|5001280|3201|14|
|5001280|3202|14|
|5001280|3203|14|
|5001280|3210|14|
|5001282|1000|22|
|5001282|1001|22|
|5001282|1099|22|
|5001282|1100|22|
|5001282|1101|22|
|5001282|1110|22|
|5001282|1200|22|
|5001282|3000|22|
|5001282|3010|22|
|5001282|3100|22|
|5001282|3200|22|4
|5001282|3201|22|
|5001282|3202|22|
|5001282|3203|22|
|5001282|3210|22|
|5001284|1000|1|
|5001284|1001|1|
|5001284|1099|1|
|5001284|1100|1|
|5001284|1101|1|
|5001284|1110|1|
|5001284|1200|1|
|5001284|3000|1|
|5001284|3010|1|
|5001284|3100|1|
|5001284|3200|1|1
|5001284|3201|1|
|5001284|3202|1|
|5001284|3203|1|
|5001284|3210|1|
|5001290|1000|25|
|5001290|1001|25|
|5001290|1099|25|
|5001290|1100|25|
|5001290|1101|25|
|5001290|1110|25|
|5001290|1200|25|
|5001290|3000|25|
|5001290|3010|25|
|5001290|3100|25|
|5001290|3200|25|19
|5001290|3201|25|
|5001290|3202|25|
|5001290|3203|25|
|5001290|3210|25|
|5001292|1000|9|
|5001292|1001|9|
|5001292|1099|9|
|5001292|1100|9|
|5001292|1101|9|
|5001292|1110|9|
|5001292|1200|9|
|5001292|3000|9|
|5001292|3010|9|
|5001292|3100|9|
|5001292|3200|9|8
|5001292|3201|9|
|5001292|3202|9|
|5001292|3203|9|
|5001292|3210|9|
|5001297|1000|18|
|5001297|1001|18|
|5001297|1099|18|
|5001297|1100|18|
|5001297|1101|18|
|5001297|1110|18|
|5001297|1200|18|
|5001297|3000|18|
|5001297|3010|18|
|5001297|3100|18|
|5001297|3200|18|4
|5001297|3201|18|
|5001297|3202|18|
|5001297|3203|18|
|5001297|3210|18|
|5001299|1000|4|
|5001299|1001|4|
|5001299|1099|4|
|5001299|1100|4|
|5001299|1101|4|
|5001299|1110|4|
|5001299|1200|4|
|5001299|3000|4|
|5001299|3010|4|
|5001299|3100|4|
|5001299|3200|4|
|5001299|3201|4|
|5001299|3202|4|
|5001299|3203|4|
|5001299|3210|4|
|5001306|1000|21|
|5001306|1001|21|
|5001306|1099|21|
|5001306|1100|21|
|5001306|1101|21|
|5001306|1110|21|
|5001306|1200|21|
|5001306|3000|21|
|5001306|3010|21|
|5001306|3100|21|
|5001306|3200|21|5
|5001306|3201|21|
|5001306|3202|21|
|5001306|3203|21|
|5001306|3210|21|
|5001308|1000|11|
|5001308|1001|11|
|5001308|1099|11|
|5001308|1100|11|
|5001308|1101|11|
|5001308|1110|11|
|5001308|1200|11|
|5001308|3000|11|
|5001308|3010|11|
|5001308|3100|11|
|5001308|3200|11|3
|5001308|3201|11|
|5001308|3202|11|
|5001308|3203|11|
|5001308|3210|11|
|5001309|1000|6|
|5001309|1001|6|
|5001309|1099|6|
|5001309|1100|6|
|5001309|1101|6|
|5001309|1110|6|
|5001309|1200|6|
|5001309|3000|6|
|5001309|3010|6|
|5001309|3100|6|
|5001309|3200|6|
|5001309|3201|6|
|5001309|3202|6|
|5001309|3203|6|
|5001309|3210|6|
|5001316|1000|8|
|5001316|1001|8|
|5001316|1099|8|
|5001316|1100|8|
|5001316|1101|8|
|5001316|1110|8|
|5001316|1200|8|
|5001316|3000|8|
|5001316|3010|8|
|5001316|3100|8|
|5001316|3200|8|4
|5001316|3201|8|
|5001316|3202|8|
|5001316|3203|8|
|5001316|3210|8|
|5001318|1000|4|
|5001318|1001|4|
|5001318|1099|4|
|5001318|1100|4|
|5001318|1101|4|
|5001318|1110|4|
|5001318|1200|4|
|5001318|3000|4|
|5001318|3010|4|
|5001318|3100|4|
|5001318|3200|4|
|5001318|3201|4|
|5001318|3202|4|
|5001318|3203|4|
|5001318|3210|4|
|5001319|1000|8|
|5001319|1001|8|
|5001319|1099|8|
|5001319|1100|8|
|5001319|1101|8|
|5001319|1110|8|
|5001319|1200|8|
|5001319|3000|8|
|5001319|3010|8|
|5001319|3100|8|
|5001319|3200|8|5
|5001319|3201|8|
|5001319|3202|8|
|5001319|3203|8|
|5001319|3210|8|
|5001324|1000|51|
|5001324|1001|51|
|5001324|1099|51|
|5001324|1100|51|
|5001324|1101|51|
|5001324|1110|51|
|5001324|1200|51|
|5001324|3000|51|8
|5001324|3010|51|
|5001324|3100|51|
|5001324|3200|51|10
|5001324|3201|51|
|5001324|3202|51|
|5001324|3203|51|
|5001324|3210|51|
|5001327|1000|18|
|5001327|1001|18|
|5001327|1099|18|
|5001327|1100|18|
|5001327|1101|18|
|5001327|1110|18|
|5001327|1200|18|
|5001327|3000|18|
|5001327|3010|18|
|5001327|3100|18|
|5001327|3200|18|10
|5001327|3201|18|
|5001327|3202|18|
|5001327|3203|18|
|5001327|3210|18|
|5001328|1000|24|
|5001328|1001|24|
|5001328|1099|24|
|5001328|1100|24|
|5001328|1101|24|
|5001328|1110|24|
|5001328|1200|24|
|5001328|3000|24|
|5001328|3010|24|
|5001328|3100|24|
|5001328|3200|24|11
|5001328|3201|24|
|5001328|3202|24|
|5001328|3203|24|
|5001328|3210|24|
|5001334|1000|105|
|5001334|1001|105|
|5001334|1099|105|
|5001334|1100|105|
|5001334|1101|105|
|5001334|1110|105|
|5001334|1200|105|
|5001334|3000|105|8
|5001334|3010|105|
|5001334|3100|105|
|5001334|3200|105|28
|5001334|3201|105|10
|5001334|3202|105|
|5001334|3203|105|
|5001334|3210|105|
|5001336|1000|32|
|5001336|1001|32|
|5001336|1099|32|
|5001336|1100|32|
|5001336|1101|32|
|5001336|1110|32|
|5001336|1200|32|
|5001336|3000|32|
|5001336|3010|32|
|5001336|3100|32|
|5001336|3200|32|10
|5001336|3201|32|
|5001336|3202|32|
|5001336|3203|32|
|5001336|3210|32|
|5001337|1000|14|
|5001337|1001|14|
|5001337|1099|14|
|5001337|1100|14|
|5001337|1101|14|
|5001337|1110|14|
|5001337|1200|14|
|5001337|3000|14|
|5001337|3010|14|
|5001337|3100|14|
|5001337|3200|14|6
|5001337|3201|14|
|5001337|3202|14|
|5001337|3203|14|
|5001337|3210|14|
|5001344|1000|10|
|5001344|1001|10|
|5001344|1099|10|
|5001344|1100|10|
|5001344|1101|10|
